Income,Age,City_Tier,Occupation,Entertainment,Rent,Healthcare,Eating_Out,Groceries,Transport
44375.92225,21,Tier_1,Retired,1376.109606,13312.77667,1988.938712,1440.904248,5304.432048,3145.941876
11285.23388,44,Tier_2,Professional,467.2317522,2257.046775,346.4928896,273.7647353,1378.925406,870.6683018
53069.16834,38,Tier_3,Professional,1299.060595,7960.375252,2312.05279,2529.749407,6581.24138,3154.934051
24752.76161,53,Tier_2,Professional,1068.277,4950.552323,903.0255118,786.8397815,2556.857737,1654.237354
22227.73283,55,Tier_2,Self_Employed,681.1188466,4445.546565,743.6666583,680.2233439,2266.848237,1271.844138
52982.69529,63,Tier_2,Self_Employed,1831.831382,10596.53906,1937.189841,2030.498237,6949.795642,3670.151024
42802.99303,48,Tier_2,Professional,1287.007892,8560.598607,1759.021658,1920.155137,4627.076845,3155.187479
22475.46903,24,Tier_1,Self_Employed,1106.844241,6742.640708,927.4020249,1102.241938,2984.538344,1267.827375
75842.68224,61,Tier_1,Retired,2324.474207,22752.80467,3642.103649,2964.435688,8153.977543,5054.175572
12633.43309,51,Tier_2,Student,329.9800374,2526.686618,460.0576174,383.2852647,1610.169215,699.3773376
49104.26366,35,Tier_3,Student,1578.680744,7365.639549,1780.86564,1627.895615,5583.495551,3153.195147
48215.39595,41,Tier_2,Student,2011.703964,9643.079189,1963.582461,1953.44767,5307.183392,3387.852314
23419.29441,30,Tier_2,Self_Employed,834.4421764,4683.858883,1168.811857,1148.193543,2600.558859,1193.948536
38943.1854,30,Tier_3,Retired,1315.522368,5841.47781,1303.066853,1928.248016,4727.102412,2815.054948
11026.55573,42,Tier_1,Retired,320.7486211,3307.966719,524.1663407,442.0339774,1400.590204,669.2345835
62829.14116,22,Tier_2,Self_Employed,2878.862896,12565.82823,2512.349717,1939.079576,8874.111651,4200.576449
25874.95914,56,Tier_2,Self_Employed,612.3172022,5174.991828,1217.296228,855.7115622,3528.273705,1654.363183
19747.34329,46,Tier_1,Retired,763.5835813,5924.202986,908.0587189,950.5036943,2183.943914,1448.947609
69435.95121,61,Tier_2,Retired,2776.880361,13887.19024,3048.335487,2907.861205,8452.913888,5018.917096
17076.82753,63,Tier_1,Professional,386.5551063,5123.048259,515.6349602,515.0249046,1734.785346,855.1258751
9722.359584,50,Tier_1,Student,284.4848138,2916.707875,390.8202183,344.7750969,1249.370384,528.8163924
8635.607332,41,Tier_2,Professional,407.8631362,1727.121466,348.9102133,298.5377474,1167.504048,493.7361515
48715.89402,27,Tier_2,Retired,1510.409221,9743.178804,1995.446281,2207.414675,6680.068528,3186.3339
10770.96297,42,Tier_3,Professional,439.6082744,1615.644446,499.5782551,220.2183031,1143.990676,635.9201584
122123.4877,58,Tier_3,Student,3345.941596,18318.52316,4087.213468,5136.357207,15265.43121,6540.179033
5672.635675,27,Tier_3,Self_Employed,235.7264942,850.8953512,279.9345369,143.9442533,817.6449633,297.8402528
116554.9081,56,Tier_1,Professional,5575.6747,34966.47244,4793.888231,3428.033963,12735.60077,7180.876541
35516.99646,33,Tier_1,Professional,764.7922587,10655.09894,1329.729324,1420.166689,3680.158141,2194.827271
27766.40654,45,Tier_1,Self_Employed,1284.1062,8329.921962,1122.674542,1230.960621,3137.163634,1949.87509
19399.7875,29,Tier_2,Self_Employed,649.8140671,3879.957499,949.9766915,814.4232031,2040.958092,1052.204112
41285.29045,61,Tier_1,Student,1057.442813,12385.58714,1377.198706,1172.576102,4250.071048,2544.084135
29110.22886,49,Tier_2,Retired,789.7055934,5822.045773,1181.718106,1035.832168,3238.056368,1730.879772
72518.2959,46,Tier_2,Professional,1680.333454,14503.65918,2519.160183,2135.439124,8585.447201,4670.07359
32870.62825,62,Tier_1,Student,931.5755437,9861.188474,1106.801666,1113.703014,4509.301952,2449.585042
33833.07218,44,Tier_2,Professional,1153.053393,6766.614435,1556.318558,1299.74478,3508.391208,2033.02508
22427.94244,43,Tier_1,Student,556.3782958,6728.382732,752.3079035,487.9687747,3335.460871,1789.924546
28663.96855,20,Tier_2,Student,762.2469795,5732.793709,1394.328153,1396.885904,2883.390754,2247.001568
38376.25069,43,Tier_1,Self_Employed,814.9871392,11512.87521,1343.048426,1398.596106,5385.408881,2174.660871
7637.44152,56,Tier_3,Retired,185.0658845,1145.616228,282.5466818,254.03501,765.679288,499.8745013
10202.66585,18,Tier_3,Professional,409.8673326,1530.399877,415.5104489,350.1591036,1148.715109,789.4740576
54369.78936,52,Tier_1,Retired,2375.931178,16310.93681,2032.870792,2448.695457,7973.055511,3883.492169
34394.26145,44,Tier_3,Student,1610.875976,5159.139218,1068.354693,809.766916,4185.695545,2621.006927
25893.98526,63,Tier_2,Self_Employed,1014.146901,5178.797053,1267.293162,1221.167827,3031.249936,1915.814943
30445.69266,21,Tier_2,Retired,1446.887874,6089.138533,1495.391691,820.8027847,4044.55723,2088.903315
39617.17538,36,Tier_2,Self_Employed,1278.587909,7923.435076,1544.660103,1613.396865,5481.538885,2762.636676
19480.02609,39,Tier_2,Self_Employed,888.6802937,3896.005218,737.897838,714.8037998,2842.515726,1124.759045
16095.72327,23,Tier_2,Professional,410.0210095,3219.144654,703.9336494,690.4712237,2343.454989,894.630598
35088.50506,26,Tier_1,Student,1058.010271,10526.55152,1120.156324,862.3452974,4734.218066,2355.859087
13715.12392,28,Tier_2,Professional,547.4193104,2743.024784,650.7831205,610.4018486,1402.535022,720.9682821
41587.49771,39,Tier_2,Professional,1739.876649,8317.499542,1336.754948,1643.288407,4802.855759,2395.26112
7683.925107,64,Tier_2,Retired,197.475475,1536.785021,289.8781802,333.1685638,884.3832223,524.4175246
68341.82093,26,Tier_2,Self_Employed,2697.406943,13668.36419,2681.127385,2368.127737,7932.194853,3610.590384
43784.30271,46,Tier_1,Professional,1982.024127,13135.29081,1544.390487,1963.112039,4611.297936,3015.333071
36819.26336,60,Tier_3,Professional,1095.034838,5522.889504,1339.823628,1596.380113,3757.442837,2429.902099
65848.0733,27,Tier_3,Student,3004.671152,9877.210995,2895.367337,1650.236866,7348.496029,3564.131891
113701.5391,51,Tier_1,Retired,3020.325738,34110.46173,3754.417079,5571.699815,14687.99894,7387.451228
67538.20472,48,Tier_2,Retired,3093.561963,13507.64094,2150.192661,3319.678851,6764.031705,4822.085048
6879.169941,39,Tier_2,Self_Employed,337.6336456,1375.833988,216.2716439,340.4482927,993.2178724,461.2974374
10778.31029,63,Tier_2,Self_Employed,387.8696401,2155.662058,505.1242302,247.4427635,1574.313904,825.1184677
18198.5609,21,Tier_2,Retired,838.71146,3639.71218,606.9158914,772.3461223,2378.444373,1427.890831
30632.76604,19,Tier_2,Retired,1155.746533,6126.553209,1264.955327,1200.786322,3141.950867,1865.923402
45391.48798,22,Tier_2,Student,2155.57905,9078.297596,1949.265139,2235.756907,6762.572773,2623.612348
16786.95894,63,Tier_2,Professional,585.3537829,3357.391787,537.6435994,642.4657629,2198.20178,1043.645071
34834.58772,32,Tier_2,Student,1309.434925,6966.917544,1456.887193,1411.934039,4407.578053,2223.130954
16393.60034,36,Tier_2,Student,439.6760507,3278.720069,694.9552614,354.3610488,2030.331882,911.245149
18393.23878,55,Tier_3,Retired,412.4420477,2758.985816,643.0924637,548.3827342,1959.988232,1329.200675
9736.371421,32,Tier_2,Retired,452.4359589,1947.274284,486.3250242,379.1178803,1361.915403,753.9147353
14333.6624,63,Tier_1,Professional,602.360264,4300.098719,706.8015474,415.6077205,1788.543477,921.2794176
10174.14499,25,Tier_2,Self_Employed,382.6611153,2034.828998,487.901367,334.5068119,1027.551315,525.3564126
13742.57639,37,Tier_2,Retired,407.2642828,2748.515278,434.7551865,626.9605959,1479.120322,1092.944811
69693.76221,29,Tier_2,Student,1596.925222,13938.75244,2769.946056,3420.780371,7967.022126,4205.1294
14036.7413,21,Tier_2,Professional,608.8513231,2807.34826,488.3616534,693.6896385,2045.490158,794.2389231
246436.1746,55,Tier_2,Self_Employed,7429.909756,49287.23493,9930.168478,8658.228339,30306.36041,15117.80351
44516.13476,60,Tier_3,Student,1049.149945,6677.420214,1637.707002,1507.392018,6545.393721,2839.517728
34780.82679,56,Tier_1,Student,1023.035492,10434.24804,1680.299564,1147.372819,3956.06229,2051.217038
15097.2281,53,Tier_2,Self_Employed,560.3605773,3019.44562,633.3063769,302.9070536,2252.627612,952.9146808
52533.19656,32,Tier_2,Student,2092.684898,10506.63931,2365.324177,2026.204548,7762.260728,4090.18929
18928.84825,18,Tier_3,Student,561.3490803,2839.327237,910.3961728,413.0179535,2566.559401,1303.392585
33075.91035,48,Tier_3,Professional,1479.112325,4961.386552,1307.33533,1571.161432,4559.013232,1973.759444
232587.1544,26,Tier_2,Student,9577.893213,46517.43087,8786.70339,6960.370999,23540.98052,11680.63823
27780.92022,40,Tier_2,Student,847.169812,5556.184043,1060.373142,983.4025623,3097.511627,1898.54165
75234.96197,43,Tier_1,Professional,3556.498646,22570.48859,2822.005019,3545.881616,8256.734058,4665.498306
17092.78153,57,Tier_2,Professional,342.5672223,3418.556306,808.3434767,704.5372406,2529.22542,1094.00072
29171.91961,61,Tier_2,Self_Employed,1358.017841,5834.383921,1323.620595,695.1922207,3513.402247,2222.03144
123697.3542,56,Tier_3,Self_Employed,4936.780777,18554.60313,4392.562876,5043.410107,16091.08735,7845.937264
18167.30837,35,Tier_1,Self_Employed,727.5183608,5450.192511,597.2315122,687.969743,2061.736437,984.4176934
127888.1723,50,Tier_1,Professional,5407.169426,38366.45169,3929.43241,5578.187042,14416.79398,8471.279358
52846.89345,58,Tier_2,Student,1469.908315,10569.37869,1986.91147,1186.570874,6391.766766,3760.575936
19129.35299,56,Tier_2,Student,781.515452,3825.870597,845.8641362,933.0669133,2216.794267,1128.789718
49755.62751,31,Tier_2,Student,1448.937681,9951.125501,2367.001897,1088.18004,6845.05406,2859.546936
65316.25552,18,Tier_1,Student,1800.649406,19594.87666,2475.420377,2223.19766,8563.640017,3997.546197
49335.57146,30,Tier_2,Professional,1420.827803,9867.114291,1618.271311,2008.965484,6644.967972,3051.234044
8542.191628,32,Tier_1,Retired,223.2951227,2562.657488,305.7136217,355.96658,1084.785577,474.2074092
16768.2571,54,Tier_3,Self_Employed,726.2919931,2515.238566,641.6073603,468.3516233,2433.761576,1157.876125
24610.72868,22,Tier_3,Retired,1201.645413,3691.609303,862.3548304,965.6684178,2540.507124,1800.629792
28265.74474,31,Tier_1,Self_Employed,630.4876367,8479.723423,956.103745,609.3395661,3886.23059,1938.126545
49290.68213,31,Tier_2,Self_Employed,1777.502907,9858.136426,1506.972999,1495.966635,5520.643368,3208.757254
34582.85996,63,Tier_3,Professional,1422.642344,5187.428994,1236.006544,1660.397586,4535.779953,2323.753327
10308.01651,22,Tier_2,Self_Employed,293.6339669,2061.603302,415.0334715,347.8634112,1507.92362,674.2060279
40664.50758,28,Tier_2,Professional,1209.298883,8132.901517,1823.805159,1857.254501,4698.377595,2599.072321
48894.55193,49,Tier_1,Retired,1257.085385,14668.36558,1689.392981,1191.970899,7246.064783,2486.022836
46947.48985,22,Tier_1,Student,1418.687759,14084.24696,2150.466827,1580.659707,5108.468123,3109.149813
71223.43889,53,Tier_3,Retired,2449.43641,10683.51583,2667.8525,2729.268264,10524.1129,3721.08222
58459.55253,32,Tier_2,Retired,1365.95185,11691.91051,2615.420819,1714.553463,5967.428797,3881.581541
43316.83875,24,Tier_3,Professional,1055.380183,6497.525812,2134.19401,2138.992237,5043.161312,2810.882028
28362.41385,22,Tier_2,Professional,797.8784695,5672.482769,1194.706717,1000.496342,3826.74212,2145.234462
7944.09301,47,Tier_1,Self_Employed,201.2942348,2383.227903,318.0004763,225.0144272,1129.787188,495.2367349
42304.43627,32,Tier_2,Student,2064.633611,8460.887254,1870.357432,1687.606408,4583.943731,3324.703447
35422.51133,47,Tier_3,Retired,735.3194091,5313.3767,1352.411261,1607.545205,5197.017784,2258.183186
37280.12905,31,Tier_1,Retired,1006.039299,11184.03871,1748.938497,1108.529078,4019.943879,2924.528017
10802.72612,41,Tier_1,Professional,330.6142709,3240.817837,324.5058057,362.4839956,1549.336154,591.0648148
12633.50169,41,Tier_1,Professional,538.0830932,3790.050506,450.0917058,611.6241228,1822.23898,963.1026944
69666.50651,52,Tier_1,Professional,2135.474269,20899.95195,3469.361532,1679.588063,9536.644657,5111.611523
29065.53938,22,Tier_1,Retired,1037.14069,8719.661813,899.4800855,748.0466653,4201.322238,1664.652821
51748.62903,29,Tier_3,Professional,1107.529255,7762.294354,2244.369268,2585.275622,5390.053468,4133.999548
30687.39803,37,Tier_1,Self_Employed,912.3138982,9206.219408,1526.771226,1017.416434,4488.878692,1774.859694
30722.71531,63,Tier_3,Self_Employed,1320.938539,4608.407296,1536.092612,1129.721505,3784.588799,1994.055658
63549.8366,22,Tier_2,Self_Employed,2702.7873,12709.96732,2087.860824,2251.754951,7293.778285,4558.850932
19853.12845,53,Tier_2,Student,642.2516707,3970.625689,871.7332704,772.8531715,1991.384675,994.9917783
32397.91287,38,Tier_2,Self_Employed,1394.045936,6479.582575,1531.221256,1082.707746,4163.814684,1958.465773
20725.75543,56,Tier_2,Professional,674.4577559,4145.151087,952.9577089,633.4468705,2137.254322,1390.843243
21191.50512,20,Tier_2,Professional,649.1152503,4238.301025,907.2006849,661.7694629,2132.156859,1437.570133
23426.30843,46,Tier_2,Retired,588.4626345,4685.261687,1016.909614,905.058386,2831.700378,1707.855785
35834.25928,42,Tier_2,Student,1008.55228,7166.851856,1410.686324,1182.293754,3692.362829,2374.978595
20454.40953,44,Tier_1,Student,719.4968205,6136.32286,922.4130102,667.6287532,2911.174044,1630.170703
81924.84332,53,Tier_2,Professional,3377.042819,16384.96866,2899.583545,2434.624754,8380.326496,5698.169848
14665.70155,39,Tier_2,Retired,326.3211915,2933.140311,667.1639753,656.226812,1878.859742,1018.657857
25834.2225,55,Tier_1,Self_Employed,1241.294899,7750.266749,1220.708412,642.9429209,3265.820285,1634.691624
21102.94354,52,Tier_2,Self_Employed,558.4525012,4220.588708,848.7093314,805.1080755,2702.888206,1347.920153
95466.90941,18,Tier_2,Retired,2164.532617,19093.38188,4520.348545,4693.185392,10177.62294,6183.684822
35108.42755,20,Tier_2,Retired,948.3177858,7021.685511,1302.647011,906.5107732,5059.339838,2766.488105
68488.99074,41,Tier_1,Professional,2294.089477,20546.69722,2123.395222,2227.009649,9082.887382,4617.636717
9140.810734,25,Tier_2,Student,347.1645942,1828.162147,421.4023496,379.6704618,1271.726231,471.9221886
37145.31283,56,Tier_2,Retired,1374.793431,7429.062565,1117.318635,1222.933516,5288.839133,2592.623607
61123.84294,35,Tier_2,Professional,2348.349469,12224.76859,2610.092294,1241.084391,8846.517327,3367.632469
32041.26403,58,Tier_2,Student,775.6133912,6408.252806,970.0210306,1321.349493,4361.81872,2004.126667
70356.95783,20,Tier_3,Self_Employed,2987.863571,10553.54367,2660.14365,2921.18791,9591.147029,3712.782374
19833.38485,35,Tier_3,Retired,664.7191748,2975.007728,610.7676702,845.511972,2131.402665,1084.325225
92635.7683,33,Tier_3,Self_Employed,2876.098463,13895.36525,3937.112864,3269.116125,10048.20964,6731.967865
188729.709,49,Tier_1,Professional,8414.509666,56618.91271,6302.165595,5491.817962,25983.07753,11512.18619
22441.82787,18,Tier_2,Self_Employed,1120.928846,4488.365574,881.0203182,974.2553737,2490.875058,1154.324181
21005.73225,43,Tier_1,Professional,617.1555755,6301.719674,975.9517213,588.4228616,2681.274145,1506.332714
95957.45953,29,Tier_2,Professional,3774.719109,19191.49191,4071.999465,2499.901595,10898.54878,4816.208249
106150.2028,55,Tier_2,Student,4611.261118,21230.04055,5266.628758,2974.277906,11970.71296,7875.927795
19745.17899,38,Tier_2,Professional,508.9766316,3949.035799,890.4823093,545.5008492,2419.595882,1317.770231
21435.48932,58,Tier_2,Professional,633.332669,4287.097864,902.8297344,652.8922872,2320.616784,1621.472687
23945.2433,30,Tier_3,Self_Employed,745.1080604,3591.786495,910.1343842,1192.843553,3407.410958,1398.154592
10233.19628,29,Tier_2,Student,446.5080021,2046.639256,364.9823522,237.8560237,1099.04226,563.878873
14386.29223,30,Tier_3,Student,695.7403507,2157.943834,683.4127095,477.0880667,1998.63151,748.3224095
13435.28921,35,Tier_3,Student,661.1553576,2015.293381,603.0431047,637.1762492,1658.594657,953.8138761
16231.58977,36,Tier_2,Self_Employed,737.2360569,3246.317955,604.9898659,327.9416174,1790.816304,1254.616361
29179.00582,36,Tier_2,Student,1083.88728,5835.801163,1291.945762,1384.746219,3417.585486,2072.066872
36182.26811,23,Tier_1,Self_Employed,792.6529626,10854.68043,1397.643562,833.6924476,4389.830542,2473.0049
103709.9205,24,Tier_1,Student,4031.151665,31112.97615,4814.227545,3457.506626,11816.0659,5203.75508
13497.63047,24,Tier_2,Professional,548.149623,2699.526093,425.6934255,358.9114165,1896.247977,821.5517132
65934.06981,45,Tier_2,Retired,2780.782255,13186.81396,2884.362919,2629.826007,7758.139776,5161.405656
25279.81639,45,Tier_1,Student,935.5217942,7583.944918,1227.15415,1251.977219,3148.196317,1678.085818
28836.05212,36,Tier_3,Self_Employed,1136.549726,4325.407818,910.8138747,1249.049356,2924.99714,1669.792644
51472.77234,33,Tier_2,Retired,1297.347723,10294.55447,2177.710034,2192.205886,5726.910906,2761.188771
12219.33782,34,Tier_2,Self_Employed,268.5937062,2443.867565,563.1131906,416.0077213,1271.770744,754.8128097
40736.52779,39,Tier_2,Professional,1016.190824,8147.305558,1636.925456,1518.3369,5924.326755,2209.553418
34273.04373,36,Tier_1,Professional,693.7329991,10281.91312,1497.625745,1234.86464,4903.275582,2698.771284
44485.282,46,Tier_1,Self_Employed,2119.746347,13345.5846,1599.072205,1380.566349,5073.083879,3345.774967
37808.43768,36,Tier_1,Retired,1107.810127,11342.5313,1273.036649,1854.735241,4703.081078,2428.746391
213884.7874,64,Tier_3,Retired,8418.762939,32082.71812,9576.920894,9945.805788,24861.05046,17049.01036
18011.40907,52,Tier_2,Student,808.4813792,3602.281814,577.8302005,841.8901692,2500.638812,982.1355109
19617.06435,64,Tier_1,Professional,498.4154661,5885.119306,635.0801666,545.6918057,2189.439332,1076.430306
18223.0078,42,Tier_1,Retired,480.4954801,5466.90234,796.7513857,774.0333658,2562.263676,998.5355522
19236.6187,37,Tier_2,Professional,460.1761775,3847.323739,928.3718672,706.8261634,2096.689627,1042.230882
18016.49415,54,Tier_2,Retired,887.9652718,3603.298829,808.2744465,669.8446496,2064.297092,1167.222979
77665.45831,36,Tier_2,Retired,3236.728927,15533.09166,3107.751376,1940.686861,11217.22264,5684.787282
93466.28472,59,Tier_1,Student,3855.901172,28039.88542,4360.415241,3144.810353,10682.87276,6474.10434
19003.06623,30,Tier_3,Self_Employed,732.4720657,2850.459934,900.1959865,661.0380515,2765.728197,1189.881132
15414.56626,64,Tier_2,Professional,727.0945411,3082.913251,676.0269915,626.0225261,1645.813022,784.1947121
43742.92243,29,Tier_2,Professional,931.8166205,8748.584487,1810.369682,1664.485293,5756.003878,2637.836409
19286.76185,32,Tier_2,Self_Employed,760.8015864,3857.352371,613.7224127,527.8613965,2197.363894,1122.575073
49776.49257,21,Tier_1,Student,1528.579645,14932.94777,2165.216296,1092.101963,5776.050095,2835.118565
35287.74718,32,Tier_2,Student,1600.162271,7057.549436,1545.776225,1598.746541,4999.507384,2179.932748
8922.731214,34,Tier_2,Professional,184.4087245,1784.546243,304.4241305,343.6076091,1147.822277,630.4334022
103461.7048,44,Tier_2,Self_Employed,3331.879378,20692.34097,3333.234848,3804.984758,11477.02793,7482.500495
126203.9842,28,Tier_3,Student,2921.224927,18930.59763,4993.644548,3222.055335,18586.40419,7025.30182
18374.54769,40,Tier_2,Self_Employed,780.457121,3674.909538,760.6596272,893.0360952,2209.449358,1258.036745
21999.86097,32,Tier_3,Retired,932.5485016,3299.979145,761.4774429,900.8183069,3167.355562,1313.096865
37708.65691,48,Tier_2,Professional,1462.556438,7541.731381,1131.26144,1503.721379,5490.162932,2152.938178
39203.37397,43,Tier_1,Student,1236.100981,11761.01219,1461.720224,1221.591183,4740.38199,3133.169258
50806.93189,24,Tier_1,Retired,2291.766875,15242.07957,2224.845558,1779.204904,6131.398788,2636.240638
149808.9795,30,Tier_3,Self_Employed,4505.609604,22471.34693,5510.366259,6416.838315,19121.57772,11323.67886
26040.15057,30,Tier_2,Self_Employed,1043.533243,5208.030114,851.7603073,802.3755095,3433.266972,1613.479564
15840.33581,37,Tier_1,Professional,693.2379746,4752.100742,620.469342,766.8866136,1627.21152,1239.582203
9951.686151,51,Tier_3,Retired,267.1436015,1492.752923,435.2463385,313.1742708,1028.842053,556.4066706
16717.45444,27,Tier_3,Student,402.1730982,2507.618166,641.5607256,514.6268316,1881.162829,1335.332308
29215.3952,54,Tier_3,Professional,803.0525377,4382.309281,999.0283179,992.6482474,3552.463914,2120.880761
126070.8023,44,Tier_2,Retired,4261.040053,25214.16047,4944.1155,4715.501142,16735.01493,8432.365203
19828.26297,51,Tier_1,Professional,410.428369,5948.47889,773.9259807,641.1496545,2177.370931,1442.812307
35881.71172,53,Tier_1,Retired,1150.228417,10764.51352,1679.602338,893.0561396,4135.813722,2585.636639
29608.42842,33,Tier_2,Student,675.3024062,5921.685685,946.1968959,964.0249037,3564.326668,1783.405631
77626.74349,38,Tier_2,Self_Employed,2394.105656,15525.3487,3502.348517,3007.202787,8847.466175,6053.806563
226499.6325,33,Tier_1,Self_Employed,10350.2793,67949.88975,11215.09855,4995.635041,27013.19481,17695.79822
19619.0761,34,Tier_2,Self_Employed,646.3525352,3923.81522,650.9942846,922.2357534,2087.061349,1141.550675
20280.21596,32,Tier_2,Student,798.1134657,4056.043192,690.5757401,726.8042657,2043.436796,1170.444397
69167.15307,30,Tier_2,Retired,2530.651622,13833.43061,2616.700431,2526.860054,7598.584746,5240.348274
51764.80993,50,Tier_2,Professional,1208.936785,10352.96199,2518.487505,2065.823762,5881.766248,3063.025413
131441.6783,22,Tier_1,Self_Employed,3858.13395,39432.50349,5026.417506,3927.035926,18335.18667,10190.09683
47862.86438,44,Tier_2,Self_Employed,2361.680411,9572.572877,1655.018615,1401.752165,6585.028943,3342.32629
22505.58969,18,Tier_2,Student,1075.859486,4501.117938,1120.726354,615.6388445,3067.850372,1776.815088
48121.12386,61,Tier_1,Student,1869.057881,14436.33716,1726.351218,2191.872129,7122.934009,3585.105841
72832.35157,47,Tier_3,Retired,1811.470548,10924.85273,2636.868236,2781.040923,8774.151497,5479.892535
57834.3637,40,Tier_1,Retired,2694.270264,17350.30911,2781.883863,1215.972284,6085.391285,3027.27533
45015.93808,32,Tier_2,Retired,1620.376005,9003.187615,1561.720981,1343.518925,6343.889264,2924.309622
70424.21262,53,Tier_2,Professional,2262.13068,14084.84252,3142.301764,1604.777332,9096.156051,4379.590762
76449.76466,36,Tier_2,Retired,2184.302936,15289.95293,3770.052446,1850.246543,11466.54359,5615.958279
90642.62477,47,Tier_2,Retired,2439.940791,18128.52495,3012.498095,3483.470971,10602.72984,5409.276317
50408.77624,33,Tier_2,Professional,2411.783684,10081.75525,2035.299946,1107.804858,7244.028468,3544.218453
26245.71972,35,Tier_2,Self_Employed,855.264169,5249.143944,839.7844983,1260.472632,3753.238798,1857.343445
33736.09495,43,Tier_3,Self_Employed,725.8224747,5060.414242,1259.200339,1404.620268,5032.319193,1996.905406
78759.94495,34,Tier_3,Student,3589.86311,11813.99174,2979.912521,3642.977956,11751.69282,5279.984418
15605.89683,28,Tier_3,Professional,410.9922439,2340.884525,672.0506601,777.7569133,2334.5229,1109.531178
40291.3187,62,Tier_2,Retired,1330.381224,8058.263739,1415.822527,1150.239642,5870.507845,2785.741109
21900.86934,46,Tier_2,Self_Employed,826.4769789,4380.173867,1072.679965,931.9394056,2475.794897,1311.068421
30697.86905,26,Tier_1,Student,1218.279169,9209.360714,1235.483961,1170.124746,3747.343344,1786.886257
83425.90493,34,Tier_1,Professional,4133.004196,25027.77148,2624.059338,4035.393836,12390.77364,4942.795394
34955.52839,44,Tier_1,Professional,932.4254117,10486.65852,1212.522926,1455.493732,4192.511746,1804.200945
31135.43689,54,Tier_2,Professional,898.2797479,6227.087377,1301.380533,1129.165607,4543.105292,2153.481029
10107.8512,39,Tier_2,Retired,401.7201616,2021.570241,376.3536692,214.7335904,1393.132975,724.3545473
54499.97454,25,Tier_1,Retired,1797.154333,16349.99236,1863.419544,1658.800877,7810.125516,2799.933737
50278.86081,20,Tier_3,Retired,1598.968511,7541.829122,2508.86024,1361.184621,6931.857152,3981.617515
169321.8193,55,Tier_2,Student,6986.695981,33864.36386,5932.239265,4305.087941,20163.95551,12464.74331
23452.44593,52,Tier_1,Professional,770.9951065,7035.73378,975.0529481,758.0654499,2665.071461,1673.696391
35748.83366,49,Tier_1,Student,1234.661244,10724.6501,1105.943173,1261.347835,4831.925522,2683.279666
36624.02071,25,Tier_1,Student,819.3662699,10987.20621,1292.027788,1196.401657,3822.67459,2805.930555
105970.4207,61,Tier_1,Student,3701.031963,31791.12622,4765.285611,2994.448345,11575.53514,6230.438909
27797.91327,44,Tier_3,Retired,1144.362347,4169.686991,1193.387284,1137.270517,2821.341841,1792.348026
37502.7627,49,Tier_2,Professional,852.1880221,7500.55254,1854.583114,1088.888531,4282.182574,2595.522876
48789.47383,53,Tier_1,Self_Employed,1033.155708,14636.84215,2185.809134,1727.41068,5640.876472,3731.936417
34830.1949,51,Tier_1,Retired,1455.396161,10449.05847,1492.895542,1560.417867,5038.900277,2493.31217
20990.09144,42,Tier_2,Retired,485.3422055,4198.018287,723.6918884,673.264291,2898.17293,1457.51609
35039.26802,48,Tier_3,Self_Employed,1010.675409,5255.890203,1417.765057,1738.863244,4705.694236,2319.885299
70817.26179,59,Tier_2,Student,2802.135288,14163.45236,2547.582846,2238.662441,9903.651897,4217.171988
13196.94208,64,Tier_2,Student,600.6147494,2639.388416,402.7223514,403.4133087,1740.673833,942.8665055
33367.19131,30,Tier_3,Retired,1039.721578,5005.078696,1010.040611,1107.465975,3774.056713,2121.151923
17134.61574,32,Tier_2,Retired,713.0223446,3426.923148,593.0715786,521.1678531,2533.517659,910.8587017
78041.02772,30,Tier_3,Retired,2989.353891,11706.15416,2756.471874,3116.883125,8335.012135,5789.199932
8869.761059,50,Tier_1,Self_Employed,336.4323557,2660.928318,357.6249599,381.5928901,934.3572822,622.9945913
19183.67974,48,Tier_2,Retired,457.2586027,3836.735947,865.2557431,543.3577981,2147.741201,1243.461788
40567.48492,42,Tier_1,Retired,1198.30674,12170.24548,1453.572452,972.5276956,5793.733689,3105.396098
104963.913,57,Tier_2,Professional,2194.56069,20992.78259,3527.506176,4162.126644,12821.06551,7536.001671
28462.77727,40,Tier_2,Self_Employed,1058.554815,5692.555453,1047.88654,748.5243856,3410.153899,1923.262563
19240.89112,55,Tier_2,Self_Employed,679.7189375,3848.178225,947.974054,719.6408051,2196.829234,1402.45703
135114.5635,20,Tier_1,Professional,5400.795004,40534.36906,4895.518832,5041.067964,19995.23481,10254.34751
9419.540058,33,Tier_2,Student,220.1342627,1883.908012,291.1016842,277.1419022,1305.176231,637.6627194
5166.278567,19,Tier_2,Self_Employed,243.8191937,1033.255713,224.7204815,207.213054,559.3766935,394.1089869
42657.74883,40,Tier_3,Retired,1955.565618,6398.662325,1905.472955,1497.056213,5008.875016,2991.027619
20076.58081,51,Tier_2,Retired,808.1207863,4015.316163,985.5616567,402.8791463,2369.708793,1343.485171
13252.83018,47,Tier_2,Student,352.7696055,2650.566036,483.4382522,512.4143863,1473.768165,840.8194511
52872.45689,64,Tier_2,Professional,2050.079005,10574.49138,1737.004328,1562.551486,5625.034204,2876.5014
36460.80882,27,Tier_1,Professional,1753.22064,10938.24265,1299.295255,1367.621028,5173.702714,1840.988853
